Date,Open,High,Low,Close,Adj Close,Volume
2020-10-07,1339.9000244140625,1340.0,1321.8499755859375,1324.699951171875,1324.04248046875,2834670
2020-10-08,1326.5,1341.25,1311.25,1320.0999755859375,1319.44482421875,5171253
2020-10-09,1323.0,1338.25,1305.5999755859375,1319.8499755859375,1319.1949462890625,5312676
2020-10-12,1328.0,1358.199951171875,1307.5,1312.9000244140625,1312.2484130859375,5175139
2020-10-13,1319.6500244140625,1349.699951171875,1307.199951171875,1344.949951171875,1344.282470703125,4872149
2020-10-14,1335.25,1358.0,1324.1500244140625,1353.3499755859375,1352.67822265625,3358021
2020-10-15,1353.3499755859375,1365.949951171875,1301.25,1309.550048828125,1308.9000244140625,3496474
2020-10-16,1308.5,1343.300048828125,1308.5,1336.550048828125,1335.88671875,2358029
2020-10-19,1350.0,1380.0,1333.5,1376.699951171875,1376.0166015625,3970716
2020-10-20,1371.699951171875,1386.0,1355.5,1368.800048828125,1368.1207275390625,3228111
2020-10-21,1375.0,1400.0,1358.6500244140625,1393.300048828125,1392.6085205078125,4280446
2020-10-22,1388.0,1405.0,1377.550048828125,1393.050048828125,1392.358642578125,3610092
2020-10-23,1400.0,1407.699951171875,1378.25,1383.050048828125,1382.3636474609375,2385851
2020-10-26,1399.0,1429.0,1347.3499755859375,1416.9000244140625,1416.19677734375,8022388
2020-10-27,1452.5,1602.0,1452.5,1587.6500244140625,1586.862060546875,33166880
2020-10-28,1575.0,1575.0,1541.0,1551.3499755859375,1550.5799560546875,7244983
2020-10-29,1532.0,1588.800048828125,1525.0,1570.9000244140625,1570.120361328125,7286029
2020-10-30,1574.0,1574.6500244140625,1518.5999755859375,1547.4000244140625,1546.6319580078125,4201984
2020-11-02,1555.0,1604.800048828125,1534.800048828125,1580.699951171875,1579.9154052734375,5712460
2020-11-03,1581.0,1601.5,1570.199951171875,1593.5999755859375,1592.80908203125,5260618
2020-11-04,1589.0,1635.800048828125,1578.0,1630.699951171875,1629.890625,5088061
2020-11-05,1643.0,1680.0,1632.050048828125,1675.449951171875,1674.618408203125,6074505
2020-11-06,1660.0,1725.0,1650.0,1718.050048828125,1717.1973876953125,5957659
2020-11-09,1730.0,1751.800048828125,1700.300048828125,1728.1500244140625,1727.292236328125,5210211
2020-11-10,1731.0,1794.449951171875,1725.449951171875,1752.949951171875,1752.0799560546875,8003823
2020-11-11,1774.0,1818.449951171875,1760.0,1807.8499755859375,1806.95263671875,10534339
2020-11-12,1799.0,1799.0,1748.449951171875,1754.75,1753.8790283203125,6775199
2020-11-13,1749.9000244140625,1774.800048828125,1720.3499755859375,1763.300048828125,1762.4249267578125,6264556
2020-11-14,1773.949951171875,1775.0,1764.9000244140625,1770.550048828125,1769.6712646484375,310853
2020-11-17,1771.800048828125,1802.0,1764.5,1796.6500244140625,1795.75830078125,5826745
2020-11-18,1791.5,1849.800048828125,1784.1500244140625,1830.5999755859375,1829.69140625,6175248
2020-11-19,1819.0,1860.699951171875,1816.050048828125,1826.3499755859375,1825.4434814453125,8717768
2020-11-20,1820.0,1899.0,1812.0999755859375,1889.4000244140625,1888.4622802734375,9116266
2020-11-23,1892.4000244140625,1905.300048828125,1871.1500244140625,1897.8499755859375,1896.907958984375,10443439
2020-11-24,1896.0,1948.4000244140625,1890.8499755859375,1924.9000244140625,1923.9447021484375,8949886
2020-11-25,1939.0,1939.0,1853.0999755859375,1862.449951171875,1861.5255126953125,6837169
2020-11-26,1875.0,1900.050048828125,1850.050048828125,1889.0999755859375,1888.162353515625,6864571
2020-11-27,1895.0,1925.1500244140625,1846.949951171875,1907.0999755859375,1906.1534423828125,78702124
2020-12-01,1930.0,1930.0,1864.550048828125,1875.8499755859375,1874.9189453125,7955798
2020-12-02,1880.0,1883.6500244140625,1809.0,1814.199951171875,1813.299560546875,7458011
2020-12-03,1836.0,1844.0,1811.699951171875,1821.0,1820.09619140625,4462528
2020-12-04,1828.0,1857.0,1802.4000244140625,1846.25,1845.3336181640625,3989431
2020-12-07,1849.449951171875,1856.0,1805.0,1820.550048828125,1819.646484375,6032173
2020-12-08,1832.300048828125,1839.0,1817.25,1833.800048828125,1832.889892578125,3953436
2020-12-09,1836.0999755859375,1889.0,1836.0999755859375,1883.550048828125,1882.615234375,4370644
2020-12-10,1900.0,1919.9000244140625,1859.8499755859375,1903.300048828125,1902.3553466796875,4695216
2020-12-11,1893.5,1928.699951171875,1893.5,1920.4000244140625,1919.4468994140625,5466598
2020-12-14,1934.0,1946.9000244140625,1899.0,1939.3499755859375,1938.387451171875,3456971
2020-12-15,1948.0,1958.0,1919.300048828125,1951.1500244140625,1950.181640625,4141898
2020-12-16,1965.0,1965.0,1936.550048828125,1952.550048828125,1951.5809326171875,2764698
2020-12-17,1965.0,1969.0,1942.550048828125,1965.449951171875,1964.4744873046875,3460370
2020-12-18,1963.800048828125,1963.800048828125,1921.3499755859375,1949.3499755859375,1948.3824462890625,3371676
2020-12-21,1935.0,1959.0,1907.5999755859375,1920.8499755859375,1919.8966064453125,3941511
2020-12-22,1930.0,1930.25,1886.0999755859375,1902.949951171875,1902.0054931640625,5073744
2020-12-23,1901.0,1924.800048828125,1892.5,1920.75,1919.796630859375,2340819
2020-12-24,1918.0,1978.0,1917.0,1960.5999755859375,1959.6268310546875,3337164
2020-12-28,1963.0,1996.0999755859375,1962.0999755859375,1988.9000244140625,1987.912841796875,2743069
2020-12-29,1983.0,2017.0,1983.0,1999.300048828125,1998.3077392578125,3152865
2020-12-30,2003.199951171875,2027.0,1999.0,2017.949951171875,2016.9483642578125,2657431
2020-12-31,2016.699951171875,2018.75,1987.0,1995.5999755859375,1994.6094970703125,2794829
2021-01-01,1996.9000244140625,2007.949951171875,1990.699951171875,1994.050048828125,1993.060302734375,1106099
2021-01-04,2004.0,2005.949951171875,1955.0,1965.550048828125,1964.574462890625,3141429
2021-01-05,1959.5,1964.4000244140625,1935.0,1959.75,1958.77734375,3263230
2021-01-06,1973.9000244140625,1979.0,1948.4000244140625,1970.4000244140625,1969.422119140625,3452515
2021-01-07,1984.0,1984.0,1947.5,1952.4000244140625,1951.4310302734375,3419317
2021-01-08,1972.0,1976.0,1946.25,1970.699951171875,1969.7218017578125,3262897
2021-01-11,1960.0,1966.9000244140625,1935.4000244140625,1938.1500244140625,1937.1881103515625,2995521
2021-01-12,1929.800048828125,1930.0999755859375,1895.8499755859375,1903.449951171875,1902.5052490234375,6035580
2021-01-13,1911.0,1911.0,1877.0,1882.0999755859375,1881.1658935546875,5583130
2021-01-14,1892.0,1905.0,1871.050048828125,1892.6500244140625,1891.710693359375,4803638
2021-01-15,1894.199951171875,1904.0,1854.050048828125,1863.9000244140625,1862.9749755859375,2715164
2021-01-18,1870.5,1872.25,1838.8499755859375,1846.949951171875,1846.033203125,5004628
2021-01-19,1856.0999755859375,1892.0,1845.25,1887.0,1886.0634765625,4805514
2021-01-20,1890.0,1890.0,1869.449951171875,1883.5999755859375,1882.6650390625,3041448
2021-01-21,1900.0,1904.9000244140625,1845.75,1857.800048828125,1856.8779296875,5668862
2021-01-22,1850.0,1875.0,1824.5,1828.0,1827.0927734375,4298175
2021-01-25,1845.0,1867.4000244140625,1775.0,1794.4000244140625,1793.5093994140625,6610138
2021-01-27,1798.0,1823.449951171875,1746.3499755859375,1764.699951171875,1763.8240966796875,7892319
2021-01-28,1731.0,1764.449951171875,1701.0,1722.8499755859375,1721.994873046875,6035924
2021-01-29,1749.8499755859375,1749.8499755859375,1704.0,1712.949951171875,1712.0997314453125,5140687
2021-02-01,1730.0,1809.800048828125,1696.050048828125,1801.5,1800.6058349609375,4829210
2021-02-02,1830.0,1879.0999755859375,1800.050048828125,1861.300048828125,1860.376220703125,5871337
2021-02-03,1870.0,1883.1500244140625,1820.0,1852.199951171875,1851.2806396484375,4289395
2021-02-04,1839.0,1915.0,1831.0,1910.4000244140625,1909.4517822265625,9641674
2021-02-05,1915.0,1998.5,1913.1500244140625,1982.699951171875,1981.7159423828125,16268336
2021-02-08,2000.0,2030.0,1951.5,1957.1500244140625,1956.1785888671875,4021475
2021-02-09,1960.0,1975.0,1937.8499755859375,1949.1500244140625,1948.1826171875,2230923
2021-02-10,1950.0,1962.9000244140625,1937.0,1952.050048828125,1951.0811767578125,2860941
2021-02-11,1949.199951171875,1984.75,1941.25,1961.0,1960.0267333984375,2246777
2021-02-12,1960.0,1975.0,1946.0,1951.050048828125,1950.0816650390625,1690753
2021-02-15,1960.0,1999.0,1957.0,1985.949951171875,1984.9642333984375,2930435
2021-02-16,2000.0,2049.0,1998.0,2019.6500244140625,2018.6475830078125,5480183
2021-02-17,2015.0999755859375,2023.5,1969.1500244140625,1989.449951171875,1988.4625244140625,4395224
2021-02-18,1979.1500244140625,1984.8499755859375,1938.0999755859375,1945.449951171875,1944.484375,3538208
2021-02-19,1942.25,1969.8499755859375,1925.0999755859375,1938.75,1937.7877197265625,2735683
2021-02-22,1938.75,1962.050048828125,1921.5999755859375,1949.5999755859375,1948.63232421875,3853276
2021-02-23,1965.0,1965.0,1866.0,1872.949951171875,1872.0203857421875,5572402
2021-02-24,1889.0999755859375,1924.0,1852.050048828125,1911.199951171875,1910.2513427734375,3821416
2021-02-25,1927.0,1965.199951171875,1887.550048828125,1895.5,1894.5592041015625,5622516
2021-02-26,1869.0,1869.0,1773.0,1780.3499755859375,1779.46630859375,8400096
2021-03-01,1811.0,1854.9000244140625,1801.4000244140625,1845.4000244140625,1844.484130859375,3260044
2021-03-02,1845.0,1868.4000244140625,1820.0999755859375,1844.6500244140625,1843.7344970703125,3837149
2021-03-03,1855.0,1908.75,1851.199951171875,1899.5,1898.5572509765625,2875618
2021-03-04,1863.9000244140625,1910.4000244140625,1850.0,1897.699951171875,1896.758056640625,4022514
2021-03-05,1875.5,1928.300048828125,1868.0,1922.5,1921.5457763671875,5407986
2021-03-08,1920.0,1947.8499755859375,1893.300048828125,1915.8499755859375,1914.8990478515625,4698010
2021-03-09,1917.800048828125,1991.0,1917.800048828125,1978.949951171875,1977.9677734375,7918345
2021-03-10,1983.25,1999.3499755859375,1957.199951171875,1963.949951171875,1962.9752197265625,2761470
2021-03-12,1979.0,1980.0,1912.0,1935.1500244140625,1934.1895751953125,2620265
2021-03-15,1944.0,1944.0,1893.0999755859375,1918.6500244140625,1917.69775390625,2643553
2021-03-16,1925.0999755859375,1941.699951171875,1900.0,1903.199951171875,1902.25537109375,2769224
2021-03-17,1903.199951171875,1917.699951171875,1861.0,1868.3499755859375,1867.422607421875,2694994
2021-03-18,1881.0,1892.9000244140625,1825.0999755859375,1830.4000244140625,1829.4915771484375,2197575
2021-03-19,1818.449951171875,1872.0,1814.050048828125,1834.1500244140625,1833.2396240234375,4803016
2021-03-22,1833.0,1849.949951171875,1805.0,1822.6500244140625,1821.745361328125,2434097
2021-03-23,1844.0,1844.0,1798.8499755859375,1812.6500244140625,1811.7503662109375,4250856
2021-03-24,1800.0,1805.0,1773.3499755859375,1782.449951171875,1781.5653076171875,3046161
2021-03-25,1792.9000244140625,1798.800048828125,1745.0,1762.9000244140625,1762.0250244140625,4113013
2021-03-26,1785.0,1792.4000244140625,1762.75,1771.050048828125,1770.1710205078125,3310757
2021-03-30,1782.0999755859375,1801.949951171875,1775.0,1781.25,1780.365966796875,5575524
2021-03-31,1778.800048828125,1779.0,1742.5999755859375,1753.0,1752.1298828125,3798383
2021-04-01,1770.0,1813.25,1750.6500244140625,1804.550048828125,1803.6544189453125,3802652
2021-04-05,1786.0999755859375,1799.5999755859375,1734.4000244140625,1759.199951171875,1758.3267822265625,2448241
2021-04-06,1776.0,1781.449951171875,1728.699951171875,1768.300048828125,1767.42236328125,2873045
2021-04-07,1766.050048828125,1810.699951171875,1745.5999755859375,1792.0,1791.110595703125,3158142
2021-04-08,1796.0,1823.699951171875,1778.699951171875,1783.25,1782.3648681640625,2890290
2021-04-09,1770.0,1806.449951171875,1744.0999755859375,1799.25,1798.35693359375,3139384
2021-04-12,1757.25,1768.0,1723.300048828125,1742.5,1741.6351318359375,3328336
2021-04-13,1745.800048828125,1786.050048828125,1723.449951171875,1775.8499755859375,1774.9686279296875,3118742
2021-04-15,1800.0,1809.5,1752.5999755859375,1773.25,1772.369873046875,3546886
2021-04-16,1774.0,1788.1500244140625,1760.050048828125,1764.0999755859375,1763.224365234375,2912279
2021-04-19,1720.0,1720.0,1675.0,1700.75,1699.9058837890625,3865423
2021-04-20,1725.0,1733.5999755859375,1684.3499755859375,1697.699951171875,1696.8572998046875,3317008
2021-04-22,1689.75,1739.75,1669.199951171875,1736.050048828125,1735.1883544921875,3590444
2021-04-23,1733.9000244140625,1756.3499755859375,1720.25,1734.199951171875,1733.3392333984375,1893450
2021-04-26,1740.0,1783.0,1733.300048828125,1759.6500244140625,1758.776611328125,3253062
2021-04-27,1750.0,1762.5999755859375,1724.550048828125,1750.300048828125,1749.4312744140625,4533360
2021-04-28,1762.5,1824.0,1754.0,1811.449951171875,1810.5509033203125,4174599
2021-04-29,1825.0999755859375,1845.449951171875,1780.550048828125,1805.0,1804.1041259765625,3960095
2021-04-30,1780.0,1802.0,1739.449951171875,1748.800048828125,1747.93212890625,2621783
2021-05-03,1735.0,1759.0,1685.0,1725.449951171875,1724.593505859375,5593869
2021-05-04,1751.0,1764.0,1725.300048828125,1732.6500244140625,1731.7900390625,4255151
2021-05-05,1741.0,1778.0,1721.9000244140625,1770.75,1769.87109375,2411643
2021-05-06,1781.699951171875,1793.699951171875,1763.199951171875,1788.25,1787.3624267578125,2380255
2021-05-07,1796.0,1813.0,1773.5,1780.3499755859375,1779.46630859375,1610730
2021-05-10,1809.0,1813.25,1790.5999755859375,1809.3499755859375,1808.451904296875,1332490
2021-05-11,1776.5999755859375,1794.4000244140625,1753.25,1755.449951171875,1754.57861328125,2955976
2021-05-12,1754.0,1754.0,1715.550048828125,1718.8499755859375,1717.996826171875,3181830
2021-05-14,1728.9000244140625,1728.9000244140625,1701.0999755859375,1706.6500244140625,1705.802978515625,2937892
2021-05-17,1717.0,1755.0,1710.0,1744.1500244140625,1743.2843017578125,4211441
2021-05-18,1768.0,1770.949951171875,1750.0999755859375,1755.0999755859375,1754.2288818359375,4658414
2021-05-19,1747.949951171875,1750.3499755859375,1727.449951171875,1730.550048828125,1729.691162109375,2372042
2021-05-20,1732.0,1737.0,1705.0999755859375,1708.199951171875,1707.3521728515625,2598038
2021-05-21,1715.5,1764.449951171875,1715.5,1757.6500244140625,1756.7777099609375,4293112
2021-05-24,1763.6500244140625,1778.9000244140625,1742.0,1757.0,1756.1279296875,3613907
2021-05-25,1770.4000244140625,1773.9000244140625,1738.0,1750.5,1749.6312255859375,2201625
2021-05-26,1760.050048828125,1761.800048828125,1736.9000244140625,1740.6500244140625,1739.7861328125,2845100
2021-05-27,1740.0,1783.449951171875,1725.699951171875,1777.25,1776.367919921875,5339988
2021-05-28,1786.0,1813.0,1778.25,1800.75,1799.856201171875,3247009
2021-05-31,1799.0,1811.800048828125,1785.0,1807.699951171875,1806.802734375,2310809
2021-06-01,1815.0,1824.0,1788.0,1797.0,1796.108154296875,2289816
2021-06-02,1793.0,1793.0,1770.0,1783.0999755859375,1782.2149658203125,3098849
2021-06-03,1790.0,1827.949951171875,1790.0,1814.199951171875,1813.299560546875,3444131
2021-06-04,1820.0,1820.949951171875,1797.0,1811.199951171875,1810.301025390625,1508706
2021-06-07,1825.0,1825.0,1807.0,1814.9000244140625,1813.999267578125,1096139
2021-06-08,1815.0,1816.5,1787.8499755859375,1793.550048828125,1792.659912109375,1331031
2021-06-09,1789.9000244140625,1812.0,1775.0,1782.9000244140625,1782.01513671875,2037714
2021-06-10,1787.699951171875,1803.0,1776.0,1799.550048828125,1798.6568603515625,1854489
2021-06-11,1809.0,1810.0,1788.0,1794.3499755859375,1793.4593505859375,1621928
2021-06-14,1789.9000244140625,1789.9000244140625,1759.5,1768.050048828125,1767.1724853515625,2543002
2021-06-15,1775.800048828125,1784.1500244140625,1766.0,1770.9000244140625,1770.0211181640625,1735824
2021-06-16,1770.8499755859375,1780.949951171875,1753.0,1760.5999755859375,1759.7261962890625,2845543
2021-06-17,1747.25,1771.800048828125,1736.0,1766.050048828125,1765.1734619140625,2578242
2021-06-18,1774.949951171875,1776.6500244140625,1733.25,1760.449951171875,1759.576171875,2678789
2021-06-21,1740.0,1777.199951171875,1731.300048828125,1772.050048828125,1771.1705322265625,1279321
2021-06-22,1780.0,1785.0,1754.0,1757.0999755859375,1756.2279052734375,1571743
2021-06-23,1764.0,1764.0,1727.25,1736.699951171875,1735.8380126953125,7602349
2021-06-24,1735.0,1742.9000244140625,1727.199951171875,1737.9000244140625,1737.0374755859375,3595393
2021-06-25,1735.0,1754.0,1720.9000244140625,1735.0,1734.138916015625,9577645
2021-06-28,1735.0,1748.0,1722.199951171875,1733.050048828125,1732.18994140625,3500507
2021-06-29,1737.800048828125,1738.0,1702.0,1705.8499755859375,1705.0032958984375,10394662
2021-06-30,1705.8499755859375,1743.5,1698.449951171875,1705.8499755859375,1705.0032958984375,8822099
2021-07-01,1709.9000244140625,1725.199951171875,1706.1500244140625,1716.0999755859375,1715.2481689453125,2988386
2021-07-02,1727.0,1728.0,1710.0,1715.1500244140625,1714.2987060546875,2242551
2021-07-05,1727.0,1739.800048828125,1721.5,1731.0999755859375,1730.24072265625,1887671
2021-07-06,1729.0,1760.0,1727.0,1755.3499755859375,1754.478759765625,3692222
2021-07-07,1756.0,1768.5,1743.1500244140625,1761.800048828125,1760.9256591796875,2726182
2021-07-08,1758.0,1763.0,1725.0,1732.300048828125,1731.4403076171875,2208015
2021-07-09,1729.0,1730.0,1714.949951171875,1720.050048828125,1719.1962890625,1698166
2021-07-12,1732.0,1743.0,1725.1500244140625,1731.949951171875,1731.09033203125,1737065
2021-07-13,1743.0,1752.5,1723.5999755859375,1747.1500244140625,1746.2828369140625,2066639
2021-07-14,1740.0,1757.949951171875,1735.5999755859375,1748.1500244140625,1747.2823486328125,2158984
2021-07-15,1757.0,1757.0,1740.0,1750.050048828125,1749.181396484375,1950556
2021-07-16,1755.5,1762.0,1740.0,1749.5,1748.6317138671875,1838050
2021-07-19,1733.9000244140625,1740.0,1712.0,1722.800048828125,1721.9449462890625,2146337
2021-07-20,1722.800048828125,1723.800048828125,1696.0,1702.6500244140625,1701.804931640625,2143859
2021-07-22,1706.550048828125,1721.949951171875,1703.1500244140625,1707.199951171875,1706.3526611328125,1858253
2021-07-23,1710.0,1727.300048828125,1694.1500244140625,1722.949951171875,1722.0948486328125,1995800
2021-07-26,1711.5999755859375,1750.0,1673.3499755859375,1740.5999755859375,1739.736083984375,3939095
